Damaged Property County/Parish Name,Damaged Property State Code,Total Verified Loss,Verified Loss Real Estate,Verified Loss Content,Total Approved Loan Amount,Approved Amount Real Estate,Approved Amount Content
ACCOMACK,VA,"684,296.00","505,386.00","178,910.00","183,300.00","56,200.00","127,100.00"
ACCOMACK,VA,"110,809.00","91,984.00","18,825.00","19,300.00","17,200.00","2,100.00"
ACCOMACK,VA,"18,547.00","18,147.00",400.00,"14,000.00","13,600.00",400.00
SOMERSET,MD,"26,873.00","25,873.00","1,000.00",0.00,0.00,0.00
SOMERSET,MD,"239,303.00","222,828.00","16,475.00","104,200.00","88,100.00","16,100.00"
SOMERSET,MD,"60,900.00","60,400.00",500.00,"14,500.00","14,500.00",0.00
SOMERSET,MD,"3,704,423.00","2,492,733.00","1,211,690.00","1,264,400.00","808,700.00","455,700.00"
SOMERSET,MD,"12,450.00",0.00,"12,450.00",0.00,0.00,0.00
SOMERSET,MD,"217,344.00","188,319.00","29,025.00","130,300.00","116,400.00","13,900.00"
SOMERSET,MD,"265,833.00","258,258.00","7,575.00","74,800.00","67,200.00","7,600.00"
SOMERSET,MD,"375,488.00","277,003.00","98,485.00",0.00,0.00,0.00
SOMERSET,MD,"779,579.00","597,792.00","181,787.00","49,600.00","48,600.00","1,000.00"
SOMERSET,MD,"82,870.00","79,870.00","3,000.00",0.00,0.00,0.00
SOMERSET,MD,"10,681.00","7,131.00","3,550.00","10,700.00","7,200.00","3,500.00"
SOMERSET,MD,"95,393.00","59,603.00","35,790.00",0.00,0.00,0.00
SOMERSET,MD,"591,790.00","500,705.00","91,085.00","241,900.00","221,700.00","20,200.00"
SOMERSET,MD,"18,691.00","18,691.00",0.00,"8,400.00","8,400.00",0.00
SOMERSET,MD,"11,292.00","7,692.00","3,600.00","8,100.00","4,500.00","3,600.00"
SOMERSET,MD,"635,170.00","405,610.00","229,560.00","143,600.00","92,900.00","50,700.00"
WORCESTER,MD,"351,371.00","266,491.00","84,880.00","272,400.00","218,400.00","54,000.00"
SUSSEX,DE,"94,837.00","41,420.00","53,417.00","75,500.00","40,800.00","34,700.00"
SUSSEX,DE,"13,350.00","11,790.00","1,560.00","13,400.00","11,800.00","1,600.00"
SOMERSET,MD,"105,112.00","85,312.00","19,800.00","16,800.00","16,800.00",0.00
WORCESTER,MD,"16,064.00","10,664.00","5,400.00","14,000.00","10,000.00","4,000.00"
SOMERSET,MD,"68,781.00","56,106.00","12,675.00","40,800.00","28,300.00","12,500.00"
SUSSEX,DE,"269,708.00","188,353.00","81,355.00","46,400.00","40,400.00","6,000.00"
SOMERSET,MD,"12,659.00","11,909.00",750.00,"12,700.00","12,000.00",700.00
SUSSEX,DE,"54,953.00","28,828.00","26,125.00","14,000.00","6,800.00","7,200.00"
WICOMICO,MD,"85,551.00","85,551.00",0.00,0.00,0.00,0.00
WORCESTER,MD,"4,666.00","4,666.00",0.00,0.00,0.00,0.00
WORCESTER,MD,"175,613.00","162,163.00","13,450.00","24,300.00","15,800.00","8,500.00"
SUSSEX,DE,"18,311.00","18,311.00",0.00,0.00,0.00,0.00
WICOMICO,MD,"28,577.00","17,452.00","11,125.00","14,000.00","14,000.00",0.00
WORCESTER,MD,"3,495.00","3,495.00",0.00,"3,500.00","3,500.00",0.00
SUSSEX,DE,"84,670.00","62,970.00","21,700.00","24,900.00","4,400.00","20,500.00"
SUSSEX,DE,"13,909.00","13,909.00",0.00,"14,000.00","14,000.00",0.00
WICOMICO,MD,"20,192.00","20,192.00",0.00,"20,100.00","20,100.00",0.00
SUSSEX,DE,"18,984.00","11,309.00","7,675.00",0.00,0.00,0.00
SOMERSET,MD,"39,580.00","30,020.00","9,560.00",0.00,0.00,0.00
ACCOMACK,VA,"75,416.00","67,916.00","7,500.00",0.00,0.00,0.00
GREENBRIER,WV,"27,739.00","27,239.00",500.00,"27,800.00","27,300.00",500.00
WEBSTER,WV,"100,914.00","80,514.00","20,400.00",0.00,0.00,0.00
